"","Gene","GO.terms","ModuleColor","GS.Actual_shell_growth_mg","GS.warm","p.GS.GS.Actual_shell_growth_mg","p.GS.GS.warm","geneClass"
"57","LOC111125459","GO:0005509;GO:0005783;GO:0005789;GO:0006457;GO:0036503;GO:0051082","blue",0.247086811036401,0.53527588954188,0.255689348149749,0.00848747163592443,"Warm"
"58","LOC111127044","GO:0000981;GO:0003677;GO:0006355","blue",0.261482790210675,0.478671524839043,0.228125299743154,0.0208518390511687,"Warm"
"59","LOC111127420","GO:0003677;GO:0003723;GO:0005524;GO:0005634;GO:0005737;GO:0008270;GO:0016887;GO:0043139","blue",0.244471595209064,0.436829999523551,0.260917103603477,0.0371459043574946,"Warm"
"60","LOC111127434","GO:0004748;GO:0005524;GO:0005971;GO:0009263","blue",-0.0757928800070411,0.553669672133691,0.731061169225722,0.00612770548483142,"Warm"
"61","LOC111127452","GO:0005515","blue",0.183496047196168,0.643264855097736,0.401979418708339,0.000929166108601477,"Warm"
"62","LOC111127491","GO:0004044;GO:0009113","blue",0.330455684990238,0.671323829153325,0.123543962218231,0.000453109978133076,"Warm"
"63","LOC111127734","GO:0003677;GO:0003950;GO:0005634;GO:0005730;GO:0006302;GO:0008270;GO:0051287;GO:0070212","blue",0.144804748665985,0.430105568888444,0.509754550761405,0.040510341023421,"Warm"
"64","LOC111127789","GO:0007165","blue",0.29362229946194,0.486802460879672,0.173882830692857,0.0184885702834348,"Warm"
"65","LOC111128090","GO:0016192","blue",0.411530534543589,0.494993095307857,0.0510554763728917,0.0163321430826756,"Warm"
"66","LOC111128121","GO:0005524;GO:0005634;GO:0005829;GO:0016887;GO:0030970;GO:0031593;GO:0034098;GO:0051228;GO:0097352","blue",0.204485194755957,0.520693605716385,0.349309442804162,0.0108533060136651,"Warm"
"67","LOC111128289","GO:0005634;GO:0030488;GO:0031515;GO:0160107","blue",0.39075773583776,0.517661870356518,0.0652435832768962,0.0114075877361018,"Warm"
"68","LOC111128436","GO:0004197;GO:0005634;GO:0005737;GO:0005813;GO:0006508;GO:0051307;GO:0072686","blue",0.00948482866897261,0.48709006276783,0.965740007418793,0.0184091327757421,"Warm"
